Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 38.46      0.05     0.05     7620     0.01     0.01  luke::ObjectHandler::extract_forces_faster(mjModel_ const*, mjData_*)
 23.08      0.08     0.03  6064558     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
 15.38      0.10     0.02   304800     0.00     0.00  MjClass::monitor_sensors()
  7.69      0.11     0.01   336893     0.00     0.00  luke::ObjectHandler::Contact::check_involves(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  7.69      0.12     0.01   304800     0.00     0.00  luke::control_gripper(mjModel_ const*, mjData_*, luke::Gripper&)
  7.69      0.13     0.01                             luke::is_settled()
  0.00      0.13     0.00   674669     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)
  0.00      0.13     0.00   304823     0.00     0.00  luke::update_all(mjModel_ const*, mjData_*)
  0.00      0.13     0.00   304823     0.00     0.00  luke::update_stepper(mjModel_ const*, mjData_*)
  0.00      0.13     0.00   304800     0.00     0.00  luke::after_step(mjModel_*, mjData_*)
  0.00      0.13     0.00   304800     0.00     0.00  luke::before_step(mjModel_*, mjData_*)
  0.00      0.13     0.00   304800     0.00     0.00  luke::control_base(mjModel_ const*, mjData_*)
  0.00      0.13     0.00   304800     0.00     0.00  luke::is_target_step()
  0.00      0.13     0.00   304800     0.00     0.00  luke::is_target_reached()
  0.00      0.13     0.00   304800     0.00     0.00  luke::step(mjModel_*, mjData_*)
  0.00      0.13     0.00   304800     0.00     0.00  luke::control(mjModel_ const*, mjData_*)
  0.00      0.13     0.00   304800     0.00     0.00  MjClass::step()
  0.00      0.13     0.00   152400     0.00     0.00  luke::rawNum::rawNum(luke::rawNum const&)
