Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 50.00      0.03     0.03   304800     0.00     0.00  MjClass::monitor_sensors()
 16.67      0.04     0.01   674669     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)
 16.67      0.05     0.01   304800     0.00     0.00  luke::before_step(mjModel_*, mjData_*)
 16.67      0.06     0.01   304800     0.00     0.00  luke::control_gripper(mjModel_ const*, mjData_*, luke::Gripper&)
  0.00      0.06     0.00  5390772     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00      0.06     0.00   336893     0.00     0.00  luke::ObjectHandler::Contact::check_involves(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.06     0.00   304823     0.00     0.00  luke::update_all(mjModel_ const*, mjData_*)
  0.00      0.06     0.00   304823     0.00     0.00  luke::update_stepper(mjModel_ const*, mjData_*)
  0.00      0.06     0.00   304800     0.00     0.00  luke::after_step(mjModel_*, mjData_*)
  0.00      0.06     0.00   304800     0.00     0.00  luke::control_base(mjModel_ const*, mjData_*)
  0.00      0.06     0.00   304800     0.00     0.00  luke::is_target_step()
  0.00      0.06     0.00   304800     0.00     0.00  luke::is_target_reached()
  0.00      0.06     0.00   304800     0.00     0.00  luke::step(mjModel_*, mjData_*)
  0.00      0.06     0.00   304800     0.00     0.00  luke::control(mjModel_ const*, mjData_*)
  0.00      0.06     0.00   304800     0.00     0.00  MjClass::step()
  0.00      0.06     0.00   152400     0.00     0.00  luke::rawNum::rawNum(luke::rawNum const&)
  0.00      0.06     0.00   108188     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<float*>(std::move_iterator<float*>)
  0.00      0.06     0.00   102818     0.00     0.00  luke::Gripper::update_z()
  0.00      0.06     0.00   102818     0.00     0.00  luke::Gripper::update_xy()
  0.00      0.06     0.00   101594     0.00     0.00  luke::Gripper::step_to(luke::Gripper, int)
  0.00      0.06     0.00   101594     0.00     0.00  luke::Gripper::step_to(double, double, double, int)
  0.00      0.06     0.00    84975     0.00     0.00  float* std::__niter_base<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00      0.06     0.00    43260     0.00     0.00  float const* std::__niter_base<float const*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00      0.06     0.00    36576     0.00     0.00  arma::Mat<double>::init_warm(unsigned long long, unsigned long long)
  0.00      0.06     0.00    21630     0.00     0.00  void std::vector<float, std::allocator<float> >::_M_range_insert<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, std::forward_iterator_tag)
  0.00      0.06     0.00    21630     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::vector<float, std::allocator<float> >::insert<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, void>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00      0.06     0.00    21630     0.00     0.00  std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&)
  0.00      0.06     0.00    18288     0.00     0.00  bool arma::glue_polyfit::apply_direct<arma::subview<double>, arma::subview<double> >(arma::Mat<arma::subview<double>::elem_type>&, arma::Base<arma::subview<double>::elem_type, arma::subview<double> > const&, arma::Base<arma::subview<double>::elem_type, arma::subview<double> > const&, unsigned long long)
  0.00      0.06     0.00    18288     0.00     0.00  bool arma::glue_polyfit::apply_noalias<double>(arma::Mat<double>&, arma::Col<double> const&, arma::Col<double> const&, unsigned long long)
  0.00      0.06     0.00    18288     0.00     0.00  luke::read_armadillo_gauge(mjData_ const*, int)
  0.00      0.06     0.00    15450     0.00     0.00  MjType::Sensor::change_sample(luke::SlidingWindow<float>, float)
  0.00      0.06     0.00    12360     0.00     0.00  void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&)
  0.00      0.06     0.00     7620     0.00     0.00  luke::ObjectHandler::extract_forces_faster(mjModel_ const*, mjData_*)
  0.00      0.06     0.00     7620     0.00     0.00  luke::ObjectHandler::get_object_net_force_faster(mjModel_ const*, mjData_*)
  0.00      0.06     0.00     7620     0.00     0.00  luke::get_object_forces_faster(mjModel_ const*, mjData_*)
  0.00      0.06     0.00     6180     0.00     0.00  MjType::Sensor::raw_sample(luke::SlidingWindow<float>, float)
  0.00      0.06     0.00     6096     0.00     0.00  normalise_between(float, float, float)
  0.00      0.06     0.00     6096     0.00     0.00  luke::get_gauge_data(mjModel_ const*, mjData_*)
  0.00      0.06     0.00     3048     0.00     0.00  luke::get_target_state()
  0.00      0.06     0.00     3048     0.00     0.00  double const* std::__min_element<double const*, __gnu_cxx::__ops::_Iter_less_iter>(double const*, double const*, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.06     0.00     1626     0.00     0.00  linear_reward(float, float, float, float)
  0.00      0.06     0.00     1545     0.00     0.00  luke::ObjectHandler::get_live_qpos(mjModel_*, mjData_*)
  0.00      0.06     0.00     1545     0.00     0.00  luke::get_object_qpos(mjModel_*, mjData_*)
  0.00      0.06     0.00     1545     0.00     0.00  MjClass::get_observation()
  0.00      0.06     0.00     1524     0.00     0.00  calc_rewards(MjType::EventTrack&, MjType::Settings&)
  0.00      0.06     0.00     1524     0.00     0.04  learning_step(MjClass&)
  0.00      0.06     0.00     1524     0.00     0.00  update_events(MjType::EventTrack&, MjType::Settings&)
  0.00      0.06     0.00     1524     0.00     0.00  luke::get_gripper_target()
  0.00      0.06     0.00     1524     0.00     0.00  MjClass::set_action(int)
  0.00      0.06     0.00     1524     0.00     0.00  MjClass::update_env()
  0.00      0.06     0.00     1524     0.00     0.04  MjClass::action_step()
  0.00      0.06     0.00     1524     0.00     0.00  MjClass::sense_gripper_state()
  0.00      0.06     0.00     1524     0.00     0.00  MjClass::reward()
  0.00      0.06     0.00     1524     0.00     0.00  MjClass::is_done()
  0.00      0.06     0.00     1149     0.00     0.00  luke::move_gripper_target_step(int, int, int)
  0.00      0.06     0.00      414     0.00     0.00  std::vector<float, std::allocator<float> >::_M_fill_assign(unsigned long, float const&)
  0.00      0.06     0.00      375     0.00     0.00  luke::move_base_target_m(double, double, double)
  0.00      0.06     0.00      204     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>)
  0.00      0.06     0.00      150     0.00     0.00  void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.06     0.00      110     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...)
  0.00      0.06     0.00       75     0.00     0.00  luke::Gripper::update()
  0.00      0.06     0.00       60     0.00     0.00  int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.06     0.00       44     0.00     0.00  luke::ObjectHandler::reset_live(mjModel_*, mjData_*)
  0.00      0.06     0.00       40     0.00     0.00  luke::ObjectHandler::move_object(mjData_*, int, luke::QPos)
  0.00      0.06     0.00       40     0.00     0.00  luke::ObjectHandler::check_idx(int)
  0.00      0.06     0.00       37     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  0.00      0.06     0.00       32     0.00     0.00  double* const* std::__niter_base<double* const*, std::vector<double*, std::allocator<double*> > >(__gnu_cxx::__normal_iterator<double* const*, std::vector<double*, std::allocator<double*> > >)
  0.00      0.06     0.00       32     0.00     0.00  double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      0.06     0.00       30     0.00     0.00  std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&)
  0.00      0.06     0.00       30     0.00     0.00  int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.06     0.00       25     0.00     0.00  luke::keyframe(mjModel_*, mjData_*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.06     0.00       25     0.00     0.00  luke::keyframe(mjModel_*, mjData_*, int)
  0.00      0.06     0.00       23     0.00     0.00  luke::get_objects[abi:cxx11]()
  0.00      0.06     0.00       23     0.00     0.00  luke::reset_object(mjModel_*, mjData_*)
  0.00      0.06     0.00       23     0.00     0.00  luke::reset(mjModel_*, mjData_*)
  0.00      0.06     0.00       23     0.00     0.00  MjClass::configure_settings()
  0.00      0.06     0.00       23     0.00     0.00  MjClass::default_goal_event_triggering()
  0.00      0.06     0.00       23     0.00     0.00  MjClass::reset()
  0.00      0.06     0.00       23     0.00     0.00  std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&)
  0.00      0.06     0.00       21     0.00     0.00  reset_sim(MjClass&)
  0.00      0.06     0.00       21     0.00     0.00  luke::spawn_object(mjModel_*, mjData_*, int, luke::QPos)
  0.00      0.06     0.00       21     0.00     0.00  luke::ObjectHandler::spawn_object(mjModel_*, mjData_*, int, luke::QPos)
  0.00      0.06     0.00       21     0.00     0.00  luke::ObjectHandler::set_live(mjModel_*, int)
  0.00      0.06     0.00       21     0.00     0.00  MjClass::spawn_object(int)
  0.00      0.06     0.00       21     0.00     0.00  MjClass::spawn_object(int, double, double)
  0.00      0.06     0.00       19     0.00     0.00  luke::ObjectHandler::reset_object(mjModel_*, mjData_*, int)
  0.00      0.06     0.00       19     0.00     0.00  std::vector<float, std::allocator<float> >::_M_default_append(unsigned long)
  0.00      0.06     0.00       16     0.00     0.00  std::vector<double*, std::allocator<double*> >::operator=(std::vector<double*, std::allocator<double*> > const&)
  0.00      0.06     0.00       16     0.00     0.00  std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&)
  0.00      0.06     0.00       16     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const* std::__niter_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >)
  0.00      0.06     0.00       16     0.00     0.00  double** std::__niter_base<double**, std::vector<double*, std::allocator<double*> > >(__gnu_cxx::__normal_iterator<double**, std::vector<double*, std::allocator<double*> > >)
  0.00      0.06     0.00       16     0.00     0.00  double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  0.00      0.06     0.00       12     0.00     0.00  std::vector<double*, std::allocator<double*> >::_M_default_append(unsigned long)
  0.00      0.06     0.00       12     0.00     0.00  std::vector<double, std::allocator<double> >::_M_default_append(unsigned long)
  0.00      0.06     0.00       12     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double**>(std::move_iterator<double**>)
  0.00      0.06     0.00       12     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>)
  0.00      0.06     0.00        8     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator=(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&)
  0.00      0.06     0.00        8     0.00     0.00  std::vector<int, std::allocator<int> >::_M_default_append(unsigned long)
  0.00      0.06     0.00        8     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__niter_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >)
  0.00      0.06     0.00        4     0.00     0.00  std::vector<luke::QPos, std::allocator<luke::QPos> >::_M_default_append(unsigned long)
  0.00      0.06     0.00        2     0.00     0.00  luke::ObjectHandler::settle_objects(mjModel_*, mjData_*)
