Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 40.00      0.10     0.10   490200     0.00     0.00  MjClass::monitor_sensors()
 12.00      0.13     0.03   490223     0.00     0.00  luke::update_stepper(mjModel_ const*, mjData_*)
 12.00      0.16     0.03   490200     0.00     0.00  luke::control_gripper(mjModel_ const*, mjData_*, luke::Gripper&)
 12.00      0.19     0.03    12255     0.00     0.00  luke::ObjectHandler::extract_forces_faster(mjModel_ const*, mjData_*)
  8.00      0.21     0.02   490200     0.00     0.00  luke::control_base(mjModel_ const*, mjData_*)
  4.00      0.22     0.01  1635975     0.00     0.00  luke::Gripper::update_xy()
  4.00      0.23     0.01   490200     0.00     0.00  MjClass::step()
  4.00      0.24     0.01   163392     0.00     0.00  luke::Gripper::step_to(luke::Gripper, int)
  4.00      0.25     0.01    29412     0.00     0.00  bool arma::glue_polyfit::apply_noalias<double>(arma::Mat<double>&, arma::Col<double> const&, arma::Col<double> const&, unsigned long long)
  0.00      0.25     0.00  2278008     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00      0.25     0.00  1139645     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)
  0.00      0.25     0.00   655529     0.00     0.00  luke::Gripper::update_z()
  0.00      0.25     0.00   490223     0.00     0.00  luke::update_all(mjModel_ const*, mjData_*)
  0.00      0.25     0.00   490200     0.00     0.00  luke::after_step(mjModel_*, mjData_*)
  0.00      0.25     0.00   490200     0.00     0.00  luke::before_step(mjModel_*, mjData_*)
  0.00      0.25     0.00   490200     0.00     0.00  luke::is_target_step()
  0.00      0.25     0.00   490200     0.00     0.00  luke::is_target_reached()
  0.00      0.25     0.00   490200     0.00     0.00  luke::step(mjModel_*, mjData_*)
  0.00      0.25     0.00   490200     0.00     0.00  luke::control(mjModel_ const*, mjData_*)
  0.00      0.25     0.00   245100     0.00     0.00  luke::rawNum::rawNum(luke::rawNum const&)
  0.00      0.25     0.00   173078     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<float*>(std::move_iterator<float*>)
  0.00      0.25     0.00   135960     0.00     0.00  float* std::__niter_base<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00      0.25     0.00    69216     0.00     0.00  float const* std::__niter_base<float const*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00      0.25     0.00    58824     0.00     0.00  arma::Mat<double>::init_warm(unsigned long long, unsigned long long)
  0.00      0.25     0.00    34608     0.00     0.00  void std::vector<float, std::allocator<float> >::_M_range_insert<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, std::forward_iterator_tag)
